id,bairro,quartos,preco_noite,avaliacao,ocupacao_pct
55577,Barra da Tijuca,2,969,3.91,38.3
55578,Flamengo,3,1491,3.89,89.61
55579,Botafogo,1,875,4.72,86.69
55580,Leblon,3,581,3.23,96.97
55581,Ipanema,5,561,4.07,95.75
55582,Lapa,1,741,4.15,27.24
55583,Flamengo,4,551,4.82,20.87
55584,Leblon,2,725,4.04,90.87
55585,Ipanema,1,303,3.1,90.93
55586,Barra da Tijuca,4,1359,2.88,83.83
55587,Flamengo,1,126,3.08,46.81
55588,Copacabana,2,709,4.68,62.84
55589,Leblon,5,900,4.55,67.91
55590,Flamengo,3,1312,4.74,59.62
55591,Barra da Tijuca,3,574,3.69,57.21
55592,Leblon,2,885,4.19,31.43
55593,Leblon,2,1479,2.78,69.87
55594,Leblon,1,872,3.11,64.1
55595,Copacabana,3,124,4.37,63.2
55596,Botafogo,3,709,3.11,78.37
55597,Barra da Tijuca,2,494,3.36,24.33
55598,Leblon,4,1485,3.43,32.0
55599,Ipanema,4,1521,3.86,49.74
55600,Botafogo,5,1013,2.76,44.77
55601,Copacabana,2,1976,4.39,59.94
55602,Lapa,5,381,2.52,64.11
55603,Copacabana,2,1270,4.93,42.37
55604,Lapa,2,185,2.95,67.76
55605,Ipanema,2,1098,3.07,22.98
55606,Lapa,3,1240,3.72,33.48
55607,Flamengo,3,1316,3.31,94.76
55608,Leblon,5,1630,2.75,65.91
55609,Botafogo,1,1106,2.94,36.22
55610,Barra da Tijuca,1,510,2.83,20.66
55611,Flamengo,1,1445,3.3,71.23
55612,Botafogo,5,539,4.63,84.88
55613,Leblon,5,716,3.11,92.25
55614,Botafogo,2,139,3.92,60.42
55615,Copacabana,5,364,2.53,82.23
55616,Leblon,3,426,4.04,37.46
55617,Leblon,5,1743,2.56,69.7
55618,Botafogo,4,991,2.99,79.32
55619,Barra da Tijuca,2,703,4.65,30.11
55620,Flamengo,3,294,3.87,55.95
55621,Lapa,1,1568,3.77,74.74
55622,Barra da Tijuca,4,179,3.18,67.35
55623,Barra da Tijuca,5,1561,3.84,85.11
55624,Ipanema,4,1348,2.7,86.51
55625,Barra da Tijuca,1,1298,3.35,25.41
55626,Lapa,2,1073,3.42,41.77
55627,Copacabana,2,590,2.98,38.55
55628,Leblon,2,1198,3.12,47.17
55629,Leblon,4,1739,4.67,25.76
55630,Copacabana,3,1750,2.72,89.28
55631,Ipanema,5,1231,4.48,45.61
55632,Leblon,1,367,2.7,27.76
55633,Lapa,4,401,4.04,72.43
55634,Copacabana,1,1111,3.38,94.58
55635,Leblon,4,1822,4.49,75.14
55636,Lapa,5,1377,3.31,38.7
55637,Copacabana,4,830,4.89,66.45
55638,Copacabana,2,109,4.54,68.68
55639,Copacabana,4,1457,4.2,55.67
55640,Ipanema,4,324,3.21,40.5
55641,Copacabana,5,1936,4.16,81.54
55642,Barra da Tijuca,2,1485,3.61,28.89
55643,Flamengo,5,240,4.62,64.76
55644,Botafogo,1,252,3.88,69.5
55645,Botafogo,4,1220,2.52,21.72
55646,Copacabana,5,1930,2.95,89.39
55647,Leblon,3,1728,4.51,27.01
55648,Barra da Tijuca,3,847,4.96,64.06
55649,Barra da Tijuca,3,1261,2.61,41.8
55650,Botafogo,5,1585,2.67,66.81
55651,Lapa,4,755,3.0,34.83
55652,Lapa,3,818,3.45,20.09
55653,Leblon,2,1644,3.16,67.32
55654,Lapa,3,389,2.86,96.69
55655,Flamengo,3,357,4.2,50.56
55656,Leblon,4,584,2.69,72.83
55657,Lapa,3,465,2.63,81.3
55658,Copacabana,3,621,2.79,24.33
55659,Barra da Tijuca,4,1267,4.97,97.18
55660,Lapa,3,614,3.84,33.12
55661,Barra da Tijuca,5,546,2.95,26.6
55662,Copacabana,2,1494,3.9,36.95
55663,Lapa,5,403,3.1,81.9
55664,Lapa,3,1540,3.17,97.64
55665,Lapa,2,1167,3.12,29.16
55666,Copacabana,1,1586,4.25,75.03
55667,Lapa,2,1074,4.24,23.57
55668,Lapa,4,328,4.27,36.16
55669,Barra da Tijuca,2,1473,4.85,39.83
55670,Flamengo,5,1435,2.99,23.1
55671,Ipanema,4,1177,3.76,90.94
55672,Copacabana,5,1356,4.95,32.64
55673,Flamengo,5,1074,4.17,57.72
55674,Botafogo,1,681,3.8,94.96
55675,Barra da Tijuca,3,229,3.18,38.03
55676,Leblon,1,913,3.67,53.8
55677,Barra da Tijuca,3,634,3.95,95.05
55678,Ipanema,5,1222,2.52,91.54
55679,Flamengo,2,1317,4.07,20.35
55680,Flamengo,3,1496,4.14,80.75
55681,Lapa,1,1312,2.7,35.0
55682,Botafogo,4,1700,3.53,68.39
55683,Botafogo,1,1844,3.64,74.36
55684,Lapa,5,134,4.37,24.22
55685,Flamengo,5,313,4.38,55.11
55686,Barra da Tijuca,1,470,3.44,82.27
55687,Flamengo,1,233,3.33,93.36
55688,Lapa,4,652,2.73,75.05
55689,Ipanema,3,269,3.19,56.55
55690,Copacabana,5,847,3.8,76.62
55691,Ipanema,3,1850,4.33,32.41
55692,Copacabana,5,114,2.76,62.07
55693,Botafogo,5,1544,4.45,84.53
55694,Leblon,1,1019,4.09,40.02
55695,Lapa,1,174,4.94,66.22
55696,Ipanema,2,415,3.8,82.88
55697,Botafogo,1,1893,2.51,97.67
55698,Ipanema,2,1417,3.35,76.05
55699,Flamengo,5,451,3.91,87.26
55700,Copacabana,4,1801,4.15,68.49
55701,Lapa,3,1830,4.69,20.77
55702,Flamengo,3,1507,4.6,81.03
55703,Copacabana,4,466,3.03,56.56
55704,Flamengo,4,707,3.01,63.4
55705,Copacabana,1,1964,3.45,26.26
55706,Copacabana,5,1683,3.89,93.85
55707,Flamengo,3,1562,3.44,95.85
55708,Botafogo,4,646,2.65,94.4
55709,Lapa,5,204,2.97,43.22
55710,Leblon,3,244,3.02,28.45
55711,Ipanema,5,1593,4.71,33.35
55712,Barra da Tijuca,2,344,3.94,82.53
55713,Copacabana,3,685,2.59,94.85
55714,Lapa,2,481,2.81,36.06
55715,Ipanema,5,1372,4.79,24.96
55716,Lapa,1,1894,3.98,65.05
55717,Flamengo,4,364,3.92,87.71
55718,Ipanema,2,686,3.59,25.23
55719,Lapa,1,1584,3.67,62.56
55720,Leblon,3,1997,4.23,59.06
55721,Barra da Tijuca,4,279,4.37,80.53
55722,Lapa,5,801,3.06,74.24
55723,Barra da Tijuca,4,1038,3.17,28.86
55724,Lapa,1,105,3.78,59.29
55725,Barra da Tijuca,1,1959,3.3,34.88
55726,Copacabana,3,862,2.73,82.4
55727,Barra da Tijuca,5,1476,4.09,58.96
55728,Barra da Tijuca,3,359,3.98,81.6
55729,Copacabana,5,1194,3.3,69.92
55730,Copacabana,3,248,4.69,37.1
55731,Flamengo,4,1441,4.4,72.18
55732,Barra da Tijuca,5,989,2.56,25.25
55733,Lapa,5,1119,4.71,79.95
55734,Leblon,5,1182,3.6,73.5
55735,Ipanema,3,808,3.86,27.33
55736,Copacabana,3,788,4.4,33.33
55737,Botafogo,3,1152,4.91,69.6
55738,Lapa,1,1634,2.82,61.75
55739,Leblon,4,812,3.67,58.48
55740,Leblon,3,1603,4.89,37.94
55741,Copacabana,4,1860,3.87,51.58
55742,Flamengo,2,134,4.63,72.72
55743,Copacabana,3,1574,4.79,39.18
55744,Flamengo,5,882,3.62,89.62
55745,Botafogo,5,1145,4.11,54.6
55746,Botafogo,2,803,3.02,20.47
55747,Copacabana,3,1075,2.68,60.85
55748,Ipanema,5,179,4.31,88.25
55749,Barra da Tijuca,5,359,4.77,59.66
55750,Copacabana,2,1081,4.46,37.9
55751,Copacabana,5,1794,2.55,48.46
55752,Leblon,4,931,3.04,98.48
55753,Copacabana,4,1447,3.34,67.43
55754,Copacabana,1,508,3.46,26.64
55755,Copacabana,1,562,4.62,38.81
55756,Ipanema,3,262,4.6,70.29
55757,Leblon,1,1681,3.36,55.92
55758,Lapa,5,1533,3.56,91.32
55759,Lapa,5,375,3.06,61.8
55760,Lapa,3,696,4.56,33.34
55761,Lapa,1,177,3.73,37.59
55762,Leblon,1,357,2.54,72.99
55763,Copacabana,5,601,3.79,38.43
55764,Lapa,4,1372,3.49,64.31
55765,Copacabana,1,704,2.73,88.42
55766,Barra da Tijuca,2,1324,4.56,56.54
55767,Barra da Tijuca,5,460,2.71,73.27
55768,Lapa,3,126,3.31,56.24
55769,Ipanema,1,339,4.9,52.97
55770,Copacabana,4,843,4.82,72.71
55771,Leblon,5,345,4.96,39.34
55772,Flamengo,1,228,4.47,89.32
55773,Ipanema,4,586,4.49,51.54
55774,Flamengo,4,202,4.42,20.83
55775,Ipanema,5,1019,2.69,45.12
55776,Leblon,1,873,4.39,59.11
55777,Ipanema,3,1079,3.65,86.78
55778,Barra da Tijuca,1,410,4.11,78.05
55779,Copacabana,2,1858,4.86,98.29
55780,Botafogo,3,900,4.23,20.41
55781,Botafogo,5,290,3.02,73.89
55782,Lapa,2,1342,2.74,63.38
55783,Barra da Tijuca,2,582,3.51,60.51
55784,Lapa,1,996,2.88,28.8
55785,Copacabana,4,301,4.82,40.17
55786,Leblon,2,1823,4.27,38.42
55787,Copacabana,5,1760,4.17,84.86
55788,Lapa,5,1008,2.96,81.91
55789,Ipanema,4,1126,3.03,69.64
55790,Flamengo,2,1485,4.12,42.58
55791,Barra da Tijuca,4,1410,3.08,32.65
55792,Copacabana,2,1897,4.49,54.81
55793,Copacabana,1,1857,2.65,89.47
55794,Leblon,5,1473,4.02,32.31
55795,Lapa,4,1844,3.62,25.32
55796,Copacabana,2,766,3.79,80.31
55797,Ipanema,2,244,2.59,83.94
55798,Flamengo,3,1842,4.28,89.65
55799,Ipanema,3,1735,2.88,39.88
55800,Botafogo,3,206,2.56,33.12
55801,Lapa,3,546,2.75,26.67
55802,Ipanema,3,122,3.74,57.54
55803,Leblon,3,218,4.33,86.35
55804,Flamengo,5,1963,4.98,42.38
55805,Lapa,2,1191,4.91,44.51
55806,Ipanema,5,760,4.54,34.37
55807,Copacabana,2,1145,4.96,63.49
55808,Lapa,3,1691,4.93,96.62
55809,Ipanema,1,1646,4.88,82.17
55810,Barra da Tijuca,4,1277,4.13,93.84
55811,Copacabana,4,390,4.8,56.16
55812,Botafogo,5,414,3.05,42.22
55813,Flamengo,3,1929,2.88,86.34
55814,Lapa,5,750,3.47,69.38
55815,Lapa,4,346,3.29,29.58
55816,Ipanema,3,770,2.61,27.27
55817,Botafogo,4,1061,3.15,53.67
55818,Leblon,2,1531,3.07,44.04
55819,Ipanema,4,388,2.83,71.58
55820,Ipanema,2,1914,3.67,45.62
55821,Leblon,1,323,2.98,89.99
55822,Leblon,3,905,3.28,90.17
55823,Leblon,4,1883,4.53,53.52
55824,Flamengo,4,154,4.29,55.39
55825,Leblon,4,1927,4.01,82.32
55826,Barra da Tijuca,4,618,3.96,59.67
55827,Leblon,3,1554,3.31,49.95
55828,Copacabana,4,1736,3.01,51.14
55829,Copacabana,5,517,3.84,47.57
55830,Leblon,2,1637,3.26,77.13
55831,Flamengo,2,233,2.69,74.07
55832,Flamengo,4,1003,4.7,25.92
55833,Botafogo,1,1140,3.44,50.73
55834,Flamengo,5,1446,4.31,23.82
55835,Barra da Tijuca,5,872,3.38,65.11
55836,Barra da Tijuca,1,671,4.69,72.53
55837,Botafogo,2,1573,3.53,49.55
55838,Leblon,3,1888,4.47,90.95
55839,Flamengo,4,1264,2.65,74.01
55840,Copacabana,2,782,4.15,68.42
55841,Botafogo,3,166,4.22,61.26
55842,Copacabana,2,1244,4.51,65.88
55843,Barra da Tijuca,1,1695,3.36,41.1
55844,Ipanema,1,1071,2.54,44.71
55845,Barra da Tijuca,2,1916,2.68,73.6
55846,Barra da Tijuca,2,648,3.07,70.05
55847,Copacabana,3,787,3.07,28.6
55848,Leblon,4,1009,2.88,43.53
55849,Flamengo,5,876,3.98,37.95
55850,Barra da Tijuca,4,1407,3.75,40.64
55851,Flamengo,3,739,4.38,95.72
55852,Lapa,3,1410,4.72,73.83
55853,Leblon,2,1883,3.45,51.36
55854,Ipanema,1,741,3.48,27.06
55855,Flamengo,5,1355,4.73,47.4
55856,Copacabana,4,884,3.58,73.66
55857,Botafogo,5,1314,3.61,20.86
55858,Barra da Tijuca,4,1393,4.05,93.13
55859,Leblon,4,425,3.51,73.35
55860,Flamengo,1,1430,2.86,81.6
55861,Botafogo,5,1572,4.29,77.36
55862,Copacabana,1,984,3.29,96.33
55863,Flamengo,3,556,2.9,76.91
55864,Ipanema,2,1211,4.56,27.77
55865,Barra da Tijuca,2,1403,4.67,43.53
55866,Barra da Tijuca,2,530,3.58,44.62
55867,Leblon,3,1762,4.44,34.31
55868,Botafogo,2,303,4.45,46.73
55869,Flamengo,3,659,3.54,62.8
55870,Barra da Tijuca,2,537,4.58,31.33
55871,Leblon,4,464,2.97,23.16
55872,Flamengo,1,1745,2.93,24.85
55873,Leblon,3,814,3.68,31.46
55874,Botafogo,3,461,3.26,97.05
55875,Ipanema,1,391,3.09,32.93
55876,Leblon,4,1533,4.03,67.76
55877,Ipanema,1,442,2.62,95.17
55878,Ipanema,3,1738,3.06,87.38
55879,Barra da Tijuca,2,452,4.55,35.82
55880,Barra da Tijuca,2,1991,4.06,84.18
55881,Copacabana,4,413,3.1,54.31
55882,Flamengo,3,1731,4.12,25.49
55883,Botafogo,3,509,3.99,64.81
55884,Copacabana,4,465,4.99,46.87
55885,Lapa,5,1175,4.68,47.19
55886,Barra da Tijuca,4,1888,4.24,55.57
55887,Flamengo,1,1352,4.32,68.56
55888,Copacabana,1,975,2.56,74.22
55889,Leblon,5,416,2.82,29.32
55890,Leblon,1,1567,3.57,96.15
55891,Leblon,4,1019,2.82,66.29
55892,Lapa,1,1914,4.06,29.73
55893,Ipanema,4,1921,4.24,47.38
55894,Barra da Tijuca,1,667,4.24,56.6
55895,Leblon,1,511,2.51,32.09
55896,Flamengo,2,1760,2.65,70.55
55897,Flamengo,2,445,4.83,33.76
55898,Barra da Tijuca,4,1178,4.55,61.35
55899,Copacabana,5,838,4.82,41.04
55900,Ipanema,2,1951,3.55,79.77
55901,Copacabana,4,1721,4.59,43.1
55902,Copacabana,4,1662,3.58,99.35
55903,Leblon,2,293,3.01,85.12
55904,Copacabana,5,709,3.18,33.89
55905,Barra da Tijuca,1,1454,4.4,84.9
55906,Lapa,5,122,3.37,76.4
55907,Flamengo,2,1767,3.52,27.81
55908,Flamengo,4,1964,3.78,74.71
55909,Flamengo,2,1213,3.82,59.33
55910,Barra da Tijuca,2,1087,4.3,95.35
55911,Ipanema,2,1116,3.02,91.46
55912,Leblon,2,867,4.78,32.61
55913,Leblon,5,1988,3.48,96.63
55914,Barra da Tijuca,3,1173,2.87,32.8
55915,Copacabana,2,1941,3.24,67.3
55916,Copacabana,5,318,4.83,96.03
55917,Botafogo,5,1665,3.73,23.74
55918,Botafogo,2,1957,2.71,99.77
55919,Leblon,5,958,2.68,59.04
55920,Barra da Tijuca,2,824,2.94,53.46
55921,Leblon,4,946,2.95,62.42
55922,Copacabana,1,1706,3.31,78.83
55923,Barra da Tijuca,5,1333,3.5,89.28
55924,Lapa,3,348,2.87,39.45
55925,Lapa,3,1445,3.73,77.53
55926,Flamengo,4,963,3.56,77.84
55927,Copacabana,5,1600,3.71,93.56
55928,Barra da Tijuca,4,187,4.65,38.09
55929,Botafogo,3,501,2.86,88.16
55930,Botafogo,4,1078,4.88,82.3
55931,Lapa,2,725,3.15,80.56
55932,Leblon,1,763,3.4,23.92
55933,Copacabana,2,611,3.57,41.73
55934,Flamengo,5,1556,3.54,74.5
55935,Flamengo,3,180,3.76,74.15
55936,Leblon,5,1895,2.96,72.54
55937,Botafogo,4,136,4.91,89.45
55938,Lapa,1,1484,2.54,78.4
55939,Leblon,2,925,4.75,71.14
55940,Botafogo,2,1525,2.9,95.61
55941,Botafogo,1,1483,2.91,77.02
55942,Barra da Tijuca,1,1662,4.64,37.79
55943,Flamengo,4,1633,3.42,56.92
55944,Botafogo,2,524,3.01,41.03
55945,Leblon,3,1547,3.36,92.53
55946,Ipanema,1,1742,3.66,47.96
55947,Lapa,4,226,3.12,74.0
55948,Botafogo,1,549,4.09,90.31
55949,Leblon,5,1012,3.83,34.73
55950,Flamengo,1,1029,4.15,76.65
55951,Copacabana,5,1255,4.33,90.89
55952,Flamengo,5,232,3.25,83.38
55953,Barra da Tijuca,3,1199,2.68,33.1
55954,Lapa,5,1424,3.85,62.51
55955,Copacabana,5,437,3.95,98.8
55956,Copacabana,5,1416,4.52,25.85
55957,Flamengo,1,721,4.84,91.66
55958,Leblon,1,899,2.91,23.64
55959,Flamengo,4,1175,4.17,74.72
55960,Ipanema,2,948,3.46,43.84
55961,Leblon,3,136,3.22,47.07
55962,Leblon,1,120,2.6,21.2
55963,Lapa,4,1366,2.66,72.3
55964,Barra da Tijuca,4,573,2.76,60.27
55965,Barra da Tijuca,3,979,3.8,45.74
55966,Leblon,4,709,2.58,67.72
55967,Lapa,1,1864,3.4,76.15
55968,Botafogo,5,1691,4.82,77.85
55969,Lapa,1,1417,2.51,20.19
55970,Barra da Tijuca,4,470,4.59,71.71
55971,Leblon,2,186,3.35,91.07
55972,Botafogo,2,277,4.8,68.38
55973,Botafogo,5,808,3.81,75.55
55974,Ipanema,4,332,2.95,31.46
55975,Flamengo,5,1162,4.49,94.08
55976,Leblon,5,560,4.54,84.49
55977,Copacabana,5,479,3.35,30.8
55978,Flamengo,2,1018,4.18,86.71
55979,Leblon,3,960,4.3,25.48
55980,Copacabana,4,1914,3.33,86.55
55981,Flamengo,5,1623,4.73,70.32
55982,Barra da Tijuca,5,1045,2.74,61.8
55983,Ipanema,1,1103,3.49,27.6
55984,Leblon,1,1737,3.89,38.26
55985,Flamengo,1,1845,4.19,56.93
55986,Ipanema,4,962,3.85,40.04
55987,Copacabana,3,1684,4.64,63.91
55988,Lapa,4,216,2.62,99.62
55989,Barra da Tijuca,4,415,2.82,70.56
55990,Leblon,2,1067,3.49,79.42
55991,Botafogo,4,1163,3.39,52.6
55992,Botafogo,1,1414,3.64,92.9
55993,Ipanema,1,1437,3.23,36.91
55994,Barra da Tijuca,5,957,4.7,44.75
55995,Lapa,5,582,4.27,75.47
55996,Botafogo,1,232,2.96,24.11
55997,Botafogo,4,1915,3.11,88.77
55998,Leblon,4,1099,4.17,90.29
55999,Botafogo,3,1334,4.18,94.64
56000,Barra da Tijuca,4,1973,3.35,21.4
56001,Barra da Tijuca,2,452,3.89,68.53
56002,Copacabana,2,425,2.51,95.64
56003,Ipanema,4,1028,3.54,28.87
56004,Barra da Tijuca,5,828,4.36,87.92
56005,Flamengo,5,863,4.25,53.83
56006,Botafogo,5,1426,4.11,59.27
56007,Leblon,2,1909,2.96,73.18
56008,Flamengo,1,397,3.25,40.08
56009,Copacabana,3,876,3.18,37.25
56010,Flamengo,5,386,4.99,46.55
56011,Botafogo,4,1423,3.13,99.86
56012,Ipanema,1,1821,3.95,28.45
56013,Ipanema,3,1429,4.06,97.59
56014,Barra da Tijuca,1,701,3.46,79.5
56015,Ipanema,4,873,4.5,60.77
56016,Botafogo,1,1559,4.72,55.25
56017,Copacabana,3,1174,2.7,68.27
56018,Barra da Tijuca,4,1291,4.7,78.59
56019,Lapa,2,332,3.43,99.5
56020,Flamengo,1,404,2.62,29.39
56021,Barra da Tijuca,4,699,3.35,75.11
56022,Ipanema,1,1230,4.47,99.13
56023,Copacabana,4,533,4.35,52.71
56024,Leblon,5,1459,3.37,73.13
56025,Leblon,1,259,3.22,30.14
56026,Copacabana,5,1306,2.98,48.08
56027,Leblon,5,1642,4.22,77.57
56028,Leblon,2,1302,4.51,65.34
56029,Ipanema,5,1633,3.02,88.74
56030,Botafogo,1,1572,4.5,99.61
56031,Botafogo,1,305,3.67,96.87
56032,Botafogo,3,102,2.67,92.02
56033,Botafogo,5,427,2.85,95.42
56034,Copacabana,2,1489,3.69,60.41
56035,Barra da Tijuca,4,1579,3.42,57.14
56036,Ipanema,4,1833,3.79,20.48
56037,Copacabana,4,898,5.0,54.8
56038,Flamengo,2,475,3.28,40.35
56039,Flamengo,2,1989,3.22,64.53
56040,Leblon,3,1419,3.79,83.09
56041,Ipanema,3,182,3.81,81.33
56042,Lapa,4,1095,4.47,87.0
56043,Botafogo,5,1613,3.78,49.95
56044,Flamengo,2,1904,3.55,82.77
56045,Flamengo,5,1233,3.51,91.19
56046,Leblon,3,1033,3.86,62.21
56047,Botafogo,5,1893,2.96,53.78
56048,Botafogo,1,336,4.85,73.47
56049,Botafogo,2,651,4.0,59.17
56050,Barra da Tijuca,2,1667,4.24,95.74
56051,Flamengo,4,1012,3.31,93.39
56052,Lapa,4,1582,4.75,56.23
56053,Leblon,4,1989,2.85,58.52
56054,Botafogo,1,1623,3.36,31.62
56055,Botafogo,4,1240,4.13,99.21
56056,Ipanema,4,205,4.31,86.8
56057,Botafogo,2,1150,2.65,82.08
56058,Ipanema,5,1880,2.62,91.33
56059,Leblon,2,1439,3.67,97.29
56060,Leblon,5,232,2.86,75.66
56061,Leblon,2,354,4.64,34.04
56062,Ipanema,1,1015,4.74,59.89
56063,Flamengo,5,1199,3.68,71.42
56064,Flamengo,1,1460,4.38,58.95
56065,Barra da Tijuca,2,116,3.17,25.04
56066,Lapa,3,1029,3.79,33.83
56067,Barra da Tijuca,1,297,3.35,30.6
56068,Lapa,4,307,4.11,33.26
56069,Barra da Tijuca,3,1149,4.42,74.96
56070,Flamengo,2,1899,3.14,55.69
56071,Barra da Tijuca,3,1225,2.72,55.82
56072,Flamengo,1,137,3.75,84.18
56073,Botafogo,3,1004,3.56,73.82
56074,Leblon,2,1732,2.71,86.83
56075,Flamengo,3,1634,3.81,22.21
56076,Copacabana,1,1153,2.98,38.22
56077,Flamengo,5,1041,4.43,35.08
56078,Botafogo,5,1112,3.7,49.17
56079,Flamengo,1,1566,3.96,77.69
56080,Lapa,2,1744,3.13,85.98
56081,Lapa,3,1336,3.69,75.51
56082,Barra da Tijuca,4,1335,4.92,68.23
56083,Leblon,1,1073,4.48,52.1
56084,Ipanema,3,612,3.52,74.52
56085,Botafogo,2,199,2.75,62.53
56086,Ipanema,3,1595,3.09,73.01
56087,Lapa,2,1501,3.3,54.16
56088,Barra da Tijuca,1,1150,3.5,62.96
56089,Leblon,3,821,4.48,83.18
56090,Lapa,4,1098,2.66,38.79
56091,Leblon,4,394,4.2,86.88
56092,Flamengo,3,1534,4.44,88.03
56093,Copacabana,1,1103,4.96,55.5
56094,Ipanema,5,1565,4.76,28.39
56095,Botafogo,2,1716,2.72,47.27
56096,Leblon,5,1227,3.57,24.72
56097,Flamengo,2,1702,4.03,55.74
56098,Flamengo,2,1080,3.89,61.69
56099,Barra da Tijuca,2,1182,3.95,44.83
56100,Barra da Tijuca,5,103,3.76,82.37
56101,Copacabana,4,241,2.78,21.58
56102,Flamengo,4,1806,3.48,34.42
56103,Flamengo,4,627,3.4,70.59
56104,Copacabana,1,216,4.75,53.55
56105,Ipanema,5,1311,4.36,71.82
56106,Flamengo,2,656,4.21,79.37
56107,Leblon,1,1078,2.78,54.58
56108,Botafogo,1,319,4.75,91.67
56109,Botafogo,5,1398,3.22,30.53
56110,Botafogo,3,1500,3.79,30.06
56111,Lapa,3,718,4.81,80.75
56112,Barra da Tijuca,4,1628,4.43,96.69
56113,Lapa,4,393,4.37,50.36
56114,Leblon,4,250,2.99,22.72
56115,Barra da Tijuca,3,452,4.55,90.08
56116,Flamengo,1,1053,3.22,56.59
56117,Flamengo,1,150,3.0,71.46
56118,Barra da Tijuca,1,367,3.91,77.07
56119,Botafogo,4,619,4.61,24.66
56120,Copacabana,3,1021,2.98,87.6
56121,Flamengo,4,236,2.7,59.15
56122,Botafogo,2,1356,4.35,69.32
56123,Leblon,4,523,3.24,29.2
56124,Botafogo,2,1023,2.59,91.43
56125,Ipanema,2,1542,2.71,87.8
56126,Botafogo,3,342,3.43,92.67
56127,Flamengo,1,576,4.54,27.94
56128,Barra da Tijuca,5,1348,4.14,66.27
56129,Flamengo,4,1393,3.67,36.52
56130,Copacabana,3,1499,4.02,31.8
56131,Leblon,4,370,3.63,53.55
56132,Barra da Tijuca,2,919,3.75,88.43
56133,Barra da Tijuca,1,605,2.85,84.86
56134,Barra da Tijuca,1,1398,3.4,91.14
56135,Leblon,5,964,3.37,37.37
56136,Copacabana,2,254,3.9,46.72
56137,Leblon,5,1742,3.16,49.88
56138,Botafogo,4,735,4.82,26.03
56139,Leblon,1,1361,4.48,96.1
56140,Botafogo,1,641,4.67,64.02
56141,Leblon,5,1297,2.86,71.25
56142,Flamengo,2,1019,2.94,78.03
56143,Botafogo,1,323,4.0,28.55
56144,Botafogo,3,1364,4.23,60.91
56145,Flamengo,3,519,2.81,49.31
56146,Copacabana,2,200,4.95,56.31
56147,Copacabana,2,1894,4.64,29.26
56148,Flamengo,5,1032,4.75,46.12
56149,Lapa,2,657,4.94,57.1
56150,Copacabana,5,1419,3.8,21.58
56151,Botafogo,2,190,2.74,46.01
56152,Barra da Tijuca,3,1475,2.83,39.75
56153,Botafogo,1,1687,3.97,87.43
56154,Leblon,2,347,4.49,52.06
56155,Leblon,2,579,4.02,69.68
56156,Lapa,2,1294,3.45,42.92
56157,Botafogo,3,198,4.78,75.15
56158,Lapa,4,323,4.87,82.36
56159,Botafogo,2,227,4.2,94.87
56160,Copacabana,3,1013,4.4,65.71
56161,Leblon,1,1671,4.84,34.7
56162,Flamengo,3,319,3.3,50.19
56163,Flamengo,2,1876,3.61,93.52
56164,Barra da Tijuca,1,1994,4.46,47.99
56165,Lapa,3,139,4.83,61.12
56166,Ipanema,5,1375,3.43,30.24
56167,Flamengo,2,415,4.35,63.71
56168,Barra da Tijuca,4,160,3.79,20.87
56169,Botafogo,3,1095,4.18,35.98
56170,Copacabana,4,1898,3.76,21.65
56171,Ipanema,3,1309,2.9,83.25
56172,Copacabana,1,1091,3.25,46.26
56173,Copacabana,4,1748,2.89,67.82
56174,Botafogo,2,686,4.01,97.37
56175,Copacabana,4,1791,3.82,54.12
56176,Lapa,2,218,4.98,27.95
56177,Ipanema,1,1039,3.2,43.98
56178,Copacabana,2,1457,3.99,37.6
56179,Flamengo,3,1148,3.93,73.41
56180,Flamengo,2,342,4.19,37.06
56181,Copacabana,4,481,3.18,84.92
56182,Leblon,4,1338,2.62,60.42
56183,Leblon,3,1202,4.46,42.72
56184,Lapa,2,1474,3.04,20.31
56185,Flamengo,2,961,4.62,72.53
56186,Leblon,2,1749,2.9,28.82
56187,Copacabana,5,1024,4.15,93.43
56188,Flamengo,5,1472,4.42,91.76
56189,Copacabana,4,416,3.15,66.0
56190,Ipanema,4,783,4.3,65.84
56191,Flamengo,1,1006,3.66,31.4
56192,Leblon,2,1752,4.12,52.5
56193,Botafogo,4,215,4.96,97.05
56194,Leblon,1,1462,4.47,58.93
56195,Copacabana,5,1542,4.83,49.61
56196,Ipanema,4,1236,3.68,26.18
56197,Leblon,2,1782,3.69,98.54
56198,Ipanema,4,1724,3.05,76.41
56199,Leblon,5,650,4.31,88.52
56200,Lapa,1,557,4.93,82.22
56201,Copacabana,1,1643,2.79,69.99
56202,Copacabana,1,1194,3.62,68.18
56203,Botafogo,2,1723,3.87,68.52
56204,Copacabana,4,1376,4.5,25.64
56205,Botafogo,4,1485,4.52,79.75
56206,Copacabana,1,648,3.56,30.64
56207,Barra da Tijuca,3,1793,4.85,63.35
56208,Leblon,5,629,3.15,28.01
56209,Leblon,4,685,3.61,49.32
56210,Lapa,5,1640,3.86,46.14
56211,Leblon,2,903,2.8,94.02
56212,Barra da Tijuca,4,856,3.89,42.84
56213,Ipanema,2,1098,3.32,55.68
56214,Barra da Tijuca,2,220,4.57,43.94
56215,Leblon,4,1088,3.71,20.56
56216,Botafogo,5,364,4.42,49.63
